ticker,company_name,industry,kpi_name,kpi_category,kpi_unit,kpi_output_type,kpi_description,kpi_tags,kpi_source,kpi_formula,var_a_type,var_a_name,var_b_type,var_b_name
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Geographic Revenue - Revenue from Foreign,Geographic Revenue,$,$,Currency value of Geographic Revenue,"geographic,  revenue,  revenue,  foreign, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Geographic Revenue,n,Number of Regions
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Geographic Revenue - Revenue from United States,Geographic Revenue,$,$,Currency value of Geographic Revenue,"geographic,  revenue,  revenue,  unitedstates, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Geographic Revenue,n,Number of Regions
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Inventory - Total Consolidated-ending Inventory at Cost,Inventory,$,$,Currency value of Total inventory,"inventory,  total consolidated ending inventory, at cost, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Total inventory,n,Number of Locations
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,New Stores Openings - AE77 Store ,New Stores Openings,stores,#,Currency value of New Store Openings,"new store,  openings,  ae77,  store, aeo, american eagle outfitters, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Openings,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,New Stores Openings - Aerie Side-by-side Store ,New Stores Openings,stores,#,Currency value of New Store Openings,"new store,  openings,  aerie, side by side,  store, aeo, american eagle outfitters, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Openings,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,New Stores Openings - Aerie stand-alone Store ,New Stores Openings,stores,#,Currency value of New Store Openings,"new store,  openings,  aeriest,  alone,  store, aeo, american eagle outfitters, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Openings,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,New Stores Openings - Todd Snyder Store ,New Stores Openings,stores,#,Currency value of New Store Openings,"new store,  openings,  toddsnyder,  store, aeo, american eagle outfitters, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Openings,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,New Stores Openings - Unsubscribed Store,New Stores Openings,stores,#,Currency value of New Store Openings,"new store,  openings,  unsubscribed,  store, aeo, american eagle outfitters, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Openings,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Segment Revenue - Aerie Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  aerie,  revenue, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Segment Revenue - American Eagle Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  americaneagle,  revenue, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Segment Revenue - Corporate Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  corporate,  revenue, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Store Closures - Aerie Stand-alone Store,Store Closures,stores,$,Currency value of Store Closures,"storeclosures,  aeriest,  alone,  store, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores Closures,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Store Closures - American Eagle Brand Store,Store Closures,stores,$,Currency value of Store Closures,"storeclosures,  american eagle,  store, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores Closures,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Total Stores - International Licensed/Franchised Stores,Total Stores,stores,$,Currency value of Total Store Franchise,"total,  stores, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Total Stores Franchise,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,"Total Stores - International Third-Party Operated Stores, non-Inclusive in the Consolidated Store Data",Total Stores,stores,$,Currency value of Total Store,"total,  stores, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Total Stores,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,"Total Stores - Total Consolidated Stores, Inclusive of New Openings",Total Stores,stores,$,Currency value of Total New Store Openings,"total,  stores,  total consolidated,  stores,    openings, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Total New Stores Openings,n,Number of Stores
AEO,"American Eagle Outfitters, Inc.",Apparel Retailers,Total Stores Area - Total Gross Square Footage,Total Stores Area,sqf,A,Area of Total Gross Store,"total,  stores,  total gross,  square footage, aeo, american eagle outfitters, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Total Gross Stores,n,Number of Stores
ANF,ABERCROMBIE & FITCH CO.,Apparel Retailers,Net Sales by Brand - Abercrombie,Net Sales by Brand,$,$,Currency value of Net Sales,"net sales,  abercrombie, anf, abercrombie & fitch co., apparel retailers",EventVester,A,A,Brand Revenue previous period,,
ANF,ABERCROMBIE & FITCH CO.,Apparel Retailers,Net Sales by Brand - Hollister,Net Sales by Brand,$,$,Currency value of Net Sales,"net sales,  hollister, anf, abercrombie & fitch co., apparel retailers",EventVester,A,A,Brand Revenue previous period,,
ANF,ABERCROMBIE & FITCH CO.,Apparel Retailers,Net Sales by Region - APAC,Net Sales by Region,$,$,Currency value of Net Sales,"net sales,  region,  apac, anf, abercrombie & fitch co., apparel retailers",EventVester,A,A,Net Sales,,
ANF,ABERCROMBIE & FITCH CO.,Apparel Retailers,Net Sales by Region - EMEA,Net Sales by Region,$,$,Currency value of Net Sales,"net sales,  region,  emea, anf, abercrombie & fitch co., apparel retailers",EventVester,A,A,Net Sales,,
ANF,ABERCROMBIE & FITCH CO.,Apparel Retailers,Net Sales by Region - Other,Net Sales by Region,$,$,Currency value of Net Sales,"net sales,  region,  other, anf, abercrombie & fitch co., apparel retailers",EventVester,A,A,Net Sales,,
ANF,ABERCROMBIE & FITCH CO.,Apparel Retailers,Net Sales by Region - United States,Net Sales by Region,$,$,Currency value of Net Sales,"net sales,  region,  unitedstates, anf, abercrombie & fitch co., apparel retailers",EventVester,A,A,Net Sales,,
BBWI,Bath & Body Works Inc,Apparel Retailers,Company Operated Stores - Canada,Company Operated Stores,stores,$,Currency value of Store,"stores,  canada, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Company Operated Stores - United States,Company Operated Stores,stores,$,Currency value of Store,"stores,  unitedstates, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,New Store Count - Company Operated stores,New Store Count,stores,#,Number of New Store Count,"new store,  count,  company operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Count,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,New Store Count - Partner operated stores,New Store Count,stores,#,Number of New Store Count,"new store,  count,  partner operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Count,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,New Stores Openings - Company-Operated Stores ,New Stores Openings,stores,#,Number of New Store Openings,"new store,  openings,  company operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Openings,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,New Stores Openings - Partner-Operated Stores,New Stores Openings,stores,#,Number of New Store Openings,"new store,  openings,  partner operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,New Stores Openings,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Partner Operated Stores - International,Partner Operated Stores,stores,$,Currency value of Store,"stores,  international, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Partner Operated Stores - International- Travel Retail,Partner Operated Stores,stores,$,Currency value of Store,"stores,  international,  travel retail, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Partner operated stores,Partner operated stores,stores,$,Currency value of Store,"stores,  partner operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Bath & Body Works Direct,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  bath,  bodyworksdirect, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Bath & Body Works International,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  bath,  bodyworksinternational, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Bath & Body Works Stores - U.S. and Canada,Segment Revenue,$,$,Currency value of Segment Store Revenue,"segment,  revenue,  bath,  bodyworks,  stores,  us,  canada, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Stores Revenue,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Victoria's Secret Direct,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  victorias secret direct, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Victoria's Secret International,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  victorias secret international, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Victoria's Secret Stores - U.S. and Canada,Segment Revenue,$,$,Currency value of Segment Store Revenue,"segment,  revenue,  victorias secret ,  stores,  us,  canada, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Stores Revenue,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Store Closures - Company-Operated Stores ,Store Closures,stores,$,Currency value of Store Closures,"storeclosures,  company operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores Closures,n,Number of Stores
BBWI,Bath & Body Works Inc,Apparel Retailers,Store Closures - Partner-Operated Stores,Store Closures,stores,$,Currency value of Store Closures,"storeclosures,  partner operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores Closures,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Sales - Comparable Sales,Sales,%,%,Percentage of Sales,"sales,  comparablesales, chs, chico's fas, apparel retailers",EventVester,(A-B)/A,A,Sales,B,Sales previous period
CHS,"Chico's FAS, Inc.",Apparel Retailers,Segment Revenue - Chico's Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  chicos,  revenue, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
CHS,"Chico's FAS, Inc.",Apparel Retailers,Segment Revenue - Soma Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  soma,  revenue, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
CHS,"Chico's FAS, Inc.",Apparel Retailers,Segment Revenue - White House Black Market Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  whitehouseblackmarket,  revenue, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
CHS,"Chico's FAS, Inc.",Apparel Retailers,Selling Square Footage - Net Selling Square Footage (SSF),Selling Square Footage,sqf,A,Area of Net Selling,"selling,  square footage,  net selling,  square footage,  (ssf), chs, chico's fas, apparel retailers",EventVester,A-B,A,Net Selling,B,Selling Square Footage previous value
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Franchised Stores,Stores,stores,$,Currency value of Store Franchise,"stores,  franchised stores, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores Franchise,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Total Stores,Stores,stores,$,Currency value of Total Store,"stores,  total,  stores, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Total Stores,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Chico's Frontline Boutiques ,Stores,stores,$,Currency value of Store,"stores,  chicos frontline boutiques, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Chico's Outlets ,Stores,stores,$,Currency value of Store,"stores,  chicosoutlets, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Soma Frontline Boutiques ,Stores,stores,$,Currency value of Store,"stores,  somafrontlineboutiques, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Soma Outlets ,Stores,stores,$,Currency value of Store,"stores,  somaoutlets, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - WHBM Frontline Boutiques ,Stores,stores,$,Currency value of Store,"stores,  whbmfrontlineboutiques, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - WHBM Outlets ,Stores,stores,$,Currency value of Store,"stores,  whbmoutlets, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Store Closures,Stores,stores,$,Currency value of Store Closures,"stores,  storeclosures, chs, chico's fas, apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores Closures,n,Number of Stores
CRI,Carter's Inc.,Apparel Retailers,Geographic Net Sales - International,Geographic Net Sales,$,$,Currency value of Net Geographic Sales,"geographic,  net sales,  international, cri, carter's , apparel retailers",EventVester,A-B,A,Net Geographic Sales,B,Previous Period Sales
CRI,Carter's Inc.,Apparel Retailers,Geographic Net Sales - U.S. Retail,Geographic Net Sales,$,$,Currency value of Net Geographic Sales,"geographic,  net sales,  usretail, cri, carter's , apparel retailers",EventVester,A-B,A,Net Geographic Sales,B,Previous Period Sales
CRI,Carter's Inc.,Apparel Retailers,Geographic Net Sales - U.S. Wholesale,Geographic Net Sales,$,$,Currency value of Net Geographic Sales,"geographic,  net sales,  uswholesale, cri, carter's , apparel retailers",EventVester,A-B,A,Net Geographic Sales,B,Previous Period Sales
CRI,Carter's Inc.,Apparel Retailers,Revenue by Source - Direct-to-consumer,Revenue by Source,$,$,Currency value of Sum of Revenue,"revenue,  source,  direct,  consumer, cri, carter's , apparel retailers",EventVester,A,A,Sum of Revenue,,
CRI,Carter's Inc.,Apparel Retailers,Revenue by Source - Wholesale channel,Revenue by Source,$,$,Currency value of Revenue,"revenue,  source,  wholesale channel, cri, carter's , apparel retailers",EventVester,A,A,Revenue,,
CURV,Torrid Holdings Inc,Apparel Retailers,Revenue by Product Category - Apparel Net Sales,Revenue by Product Category,$,$,Currency value of Net Sales Revenue,"revenue,  apparel,  net sales, curv, torrid holdings , apparel retailers",EventVester,A,A,Net Sales Revenue,B,Sales Revenue previous period
CURV,Torrid Holdings Inc,Apparel Retailers,Revenue by Product Category - Non-Apparel Net Sales,Revenue by Product Category,$,$,Currency value of Net Sales Revenue,"revenue,  nonapparel,  net sales, curv, torrid holdings , apparel retailers",EventVester,A,A,Net Sales Revenue,B,Sales Revenue previous period
DLTH,Duluth Holdings Inc,Apparel Retailers,Segment Revenue - Direct-to-consumer,Segment Revenue,$,$,Currency value of Segment Sum of Revenue,"segment,  revenue,  direct,  consumer, dlth, duluth holdings , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Sum of Revenue,n,Number of Segments
DLTH,Duluth Holdings Inc,Apparel Retailers,Segment Revenue - Stores,Segment Revenue,$,$,Currency value of Segment Store Revenue,"segment,  revenue,  stores, dlth, duluth holdings , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Stores Revenue,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Closed,No. of Company-Operated Stores,stores,#,Number of Store,"closed, expr, express, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Express Edit Concept Stores,No. of Company-Operated Stores,stores,#,Number of Store,"expresseditconcept,  stores, expr, express, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Opened,No. of Company-Operated Stores,stores,#,Number of Store,"opened, expr, express, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Outlet Stores,No. of Company-Operated Stores,stores,#,Number of Store,"outletstores, expr, express, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Retail Stores,No. of Company-Operated Stores,stores,#,Number of Store,"retail,  stores, expr, express, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Store Count,No. of Company-Operated Stores,stores,#,Number of Store Count,"store,  count, expr, express, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,Stores Count,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - UpWest Stores,No. of Company-Operated Stores,stores,#,Number of Store,"upwest,  stores, expr, express, apparel retailers",EventVester,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Channel - Other Channel revenue,Segment Revenue by Channel,$,$,Currency value of Segment Revenue,"segment,  revenue,  channel,  otherchannel,  revenue, expr, express, apparel retailers",EventVester,A,A,Segment Revenue,,
EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Channel - Outlet Revenue,Segment Revenue by Channel,$,$,Currency value of Segment Revenue,"segment,  revenue,  channel,  outlet,  revenue, expr, express, apparel retailers",EventVester,A,A,Segment Revenue,,
EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Channel - Retail Revenue,Segment Revenue by Channel,$,$,Currency value of Segment Revenue,"segment,  revenue,  channel,  retail,  revenue, expr, express, apparel retailers",EventVester,A,A,Segment Revenue,,
EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Product - Accessories and other Revenue,Segment Revenue by Product,$,$,Currency value of Segment Revenue,"segment,  revenue,  product,  accessories,  other,  revenue, expr, express, apparel retailers",EventVester,A,A,Segment Revenue,,
EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Product - Apparel Revenue,Segment Revenue by Product,$,$,Currency value of Segment Revenue,"segment,  revenue,  product,  apparel,  revenue, expr, express, apparel retailers",EventVester,A,A,Segment Revenue,,
EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Product - Other Product revenue,Segment Revenue by Product,$,$,Currency value of Segment Revenue,"segment,  revenue,  product,  other product,  revenue, expr, express, apparel retailers",EventVester,A,A,Segment Revenue,,
GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Corporate and Other Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  corporate,  other,  revenue, gco, genesco , apparel retailers",EventVester,A,A,Segment Revenue,,
GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Johnston & Murphy Group Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  johnston,  murphy,  revenue, gco, genesco , apparel retailers",EventVester,A,A,Segment Revenue,,
GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Journeys Group Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  journeys,  revenue, gco, genesco , apparel retailers",EventVester,A,A,Segment Revenue,,
GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Licensed Brands Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  licensedbr,  s,  revenue, gco, genesco , apparel retailers",EventVester,A,A,Segment Revenue,,
GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Schuh Group Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  schuh,  grouprevenue, gco, genesco , apparel retailers",EventVester,A,A,Segment Revenue,,
GCO,GENESCO INC,Apparel Retailers,Stores - Store Closed,Stores,stores,$,Currency value of Store,"stores,  stores,  closed, gco, genesco , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
GCO,GENESCO INC,Apparel Retailers,Stores - Total Stores,Stores,stores,$,Currency value of Total Store,"stores,  total,  stores, gco, genesco , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Total Stores,n,Number of Stores
GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Canada,Revenue by Geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographicarea,  canada, ges, guess , apparel retailers",EventVester,A,A,Geographic Revenue,,
GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Germany,Revenue by Geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographicarea,  germany, ges, guess , apparel retailers",EventVester,A,A,Geographic Revenue,,
GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Italy,Revenue by Geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographicarea,  italy, ges, guess , apparel retailers",EventVester,A,A,Geographic Revenue,,
GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Other foreign countries,Revenue by Geographic area,$,$,Currency value of Geographic Count Revenue,"revenue,  geographicarea,  other foreign countries, ges, guess , apparel retailers",EventVester,A,A,Geographic Count Revenue,,
GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - South Korea,Revenue by Geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographicarea,  south korea, ges, guess , apparel retailers",EventVester,A,A,Geographic Revenue,,
GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Spain,Revenue by Geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographicarea,  spain, ges, guess , apparel retailers",EventVester,A,A,Geographic Revenue,,
GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - U.S.,Revenue by Geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographicarea,  us, ges, guess , apparel retailers",EventVester,A,A,Geographic Revenue,,
GES,GUESS INC,Apparel Retailers,Revenue by Product - Net royalties ,Revenue by Product,$,$,Currency value of Net Revenue,"revenue,  product,  netroyalties, ges, guess , apparel retailers",EventVester,A,A,Net Revenue,B,Revenue previous period
GES,GUESS INC,Apparel Retailers,Revenue by Product - Product sales,Revenue by Product,$,$,Currency value of Sales Revenue,"revenue,  product,  productsales, ges, guess , apparel retailers",EventVester,A,A,Sales Revenue,,
GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Retail,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  americas, retail, ges, guess , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Retail comp sales,Segment Revenue,% decrease yoy,%,Percentage of Segment Sales Revenue,"segment,  revenue,  americas, retail,  compsales, ges, guess , apparel retailers",EventVester,(A-B)/A,A,Segment Sales Revenue,B,Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Retail comp sales,Segment Revenue,% increase yoy,%,Percentage of Segment Sales Revenue,"segment,  revenue,  americas, retail,  compsales, ges, guess , apparel retailers",EventVester,(A-B)/A,A,Segment Sales Revenue,B,Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Wholesale,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  americas,  wholesale, ges, guess , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Wholesale,Segment Revenue,% increase yoy,%,Percentage of Segment Revenue,"segment,  revenue,  americas,  wholesale, ges, guess , apparel retailers",EventVester,(A-B)/A,A,Segment Revenue,B,Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Asia,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  asia, ges, guess , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Asia Retail comp sales,Segment Revenue,% decrease yoy,%,Percentage of Segment Sales Revenue,"segment,  revenue,  asia,  retail,  compsales, ges, guess , apparel retailers",EventVester,(A-B)/A,A,Segment Sales Revenue,B,Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Asia Retail comp sales,Segment Revenue,% increase yoy,%,Percentage of Segment Sales Revenue,"segment,  revenue,  asia,  retail,  compsales, ges, guess , apparel retailers",EventVester,(A-B)/A,A,Segment Sales Revenue,B,Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Europe,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  europe, ges, guess , apparel retailers",EventVester,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Europe Retail comp sales,Segment Revenue,% decrease yoy,%,Percentage of Segment Sales Revenue,"segment,  revenue,  europe, retail,  compsales, ges, guess , apparel retailers",EventVester,(A-B)/A,A,Segment Sales Revenue,B,Segments
GES,GUESS INC,Apparel Retailers,Segment Revenue - Europe Retail comp sales,Segment Revenue,% increase yoy,%,Percentage of Segment Sales Revenue,"segment,  revenue,  europe, retail,  compsales, ges, guess , apparel retailers",EventVester,(A-B)/A,A,Segment Sales Revenue,B,Segments
